0,0.152792,0.0692675,0.0918525,0.0329564,0.0337557,0.0115732,0.0293768,0.0143089,0.0253818
0,0.152336,0.0669997,0.0841506,0.0277103,0.0369378,0.00526767,0.0241511,0.0156159,0.0255343
0,0.151339,0.0643309,0.0670083,0.0278344,0.0341701,0.0156675,0.0213498,0.0155123,0.0181355
0,0.159069,0.0944208,0.0752302,0.0413636,0.0264872,0.0161666,0.0176713,0.0162326,0.0114332
0,0.158194,0.0593218,0.0925183,0.03171,0.0379033,0.00924036,0.0230182,0.0144471,0.0232329
0,0.174361,0.0451535,0.115253,0.0353947,0.0654946,0.0115094,0.0275481,0.0110115,0.0123956
0,0.16805,0.0386153,0.109679,0.0395552,0.062403,0.00955368,0.0251887,0.0125652,0.0152499
0,0.178695,0.0406921,0.107567,0.0355479,0.0605621,0.0142918,0.0241551,0.013542,0.014042
0,0.179272,0.0723818,0.116369,0.0377236,0.0535729,0.0214872,0.0207075,0.0118425,0.0154149
0,0.163567,0.0417457,0.104337,0.0377577,0.0632526,0.0114396,0.0245582,0.0125617,0.016147
0,0.151402,0.0697207,0.0856486,0.0310489,0.0345242,0.019357,0.0135211,0.0150604,0.0137014
0,0.150336,0.0724669,0.0863774,0.0344945,0.0361631,0.0187668,0.0132956,0.0148869,0.0134902
0,0.152519,0.0694675,0.0870533,0.0315275,0.0352265,0.0182792,0.0124824,0.0154279,0.0138279
0,0.150446,0.0736906,0.0872003,0.032007,0.0341368,0.0175969,0.0130552,0.0154175,0.0135033
0,0.151591,0.0745768,0.0868829,0.0323846,0.0355913,0.0182583,0.0125691,0.0143244,0.0145366
0,0.108333,0.075137,0.060255,0.028698,0.029751,0.010046,0.0226162,0.00895139,0.0128104
0,0.113489,0.0767277,0.0613971,0.0252451,0.0288906,0.0110207,0.0213867,0.00698014,0.0126732
0,0.111188,0.0764731,0.0590071,0.0275437,0.0297504,0.0120439,0.0223896,0.00686937,0.0124543
0,0.108838,0.0712273,0.0624167,0.0306244,0.0250306,0.0101919,0.0204167,0.00899805,0.00957887
0,0.111451,0.0798718,0.0539258,0.0273545,0.0201913,0.00814573,0.0196675,0.0079816,0.00909315
0,0.166732,0.0446664,0.105853,0.0346559,0.0490034,0.015133,0.0187537,0.0129364,0.0144492
0,0.134233,0.0591394,0.0962736,0.0384456,0.0389529,0.0161846,0.0230678,0.00512949,0.0130207
0,0.122946,0.0712921,0.0805212,0.0358244,0.031431,0.017285,0.0213033,0.00641118,0.014768
0,0.154552,0.0508001,0.0977329,0.039671,0.0436723,0.0144197,0.0204472,0.00744853,0.0121994
0,0.157214,0.0508694,0.105092,0.0347763,0.0455434,0.0172011,0.0206846,0.00944035,0.011236
1,0.375136,0.210279,0.0619178,0.0852546,0.068945,0.0528411,0.0435679,0.0188047,0.0362479
1,0.365108,0.203031,0.0500706,0.10835,0.0703523,0.0617156,0.043117,0.00499515,0.0225486
1,0.364683,0.209086,0.0470932,0.123189,0.0668954,0.0568927,0.0306903,0.0176424,0.0140069
1,0.390917,0.222256,0.0460512,0.122923,0.0731281,0.0576459,0.032611,0.0118978,0.0147351
1,0.388272,0.218931,0.058715,0.125665,0.0706015,0.0545416,0.0274948,0.0173339,0.0150709
1,0.295664,0.225133,0.117294,0.0577351,0.0802928,0.0406836,0.00927461,0.0222177,0.0118331
1,0.372769,0.221288,0.0759968,0.0766859,0.0973558,0.0514711,0.0220667,0.0176088,0.0184802
1,0.369883,0.217472,0.0929218,0.0693522,0.101509,0.0441913,0.0140764,0.0182398,0.0165244
1,0.354262,0.220162,0.0760934,0.074523,0.0941342,0.0456106,0.0241215,0.0173427,0.0184016
1,0.288728,0.223035,0.130624,0.0633553,0.0728751,0.0413031,0.0192815,0.0231053,0.0105144
1,0.320178,0.237198,0.143963,0.0641649,0.0864682,0.0297379,0.00951925,0.0165221,0.0190023
1,0.317771,0.236002,0.143731,0.0646417,0.0846283,0.0305687,0.0104033,0.0167565,0.0196391
1,0.308207,0.21801,0.112892,0.05747,0.089664,0.0347926,0.00983684,0.0131209,0.020279
1,0.306473,0.217419,0.120334,0.0589228,0.086051,0.0310494,0.00654542,0.0159991,0.0170645
1,0.308215,0.220132,0.119002,0.0586844,0.0921371,0.034287,0.010895,0.0155501,0.0202026
1,0.414061,0.19438,0.0604867,0.103734,0.0759608,0.0736764,0.0347673,0.00743783,0.0247276
1,0.442992,0.194954,0.0595228,0.111726,0.0794219,0.0775364,0.0330372,0.00801689,0.019465
1,0.462532,0.201837,0.0962675,0.111336,0.0808546,0.0536231,0.0284266,0.015647,0.0120423
1,0.470429,0.205453,0.0929049,0.120147,0.0818174,0.0566665,0.0274074,0.0147422,0.0124203
1,0.384751,0.210363,0.0654678,0.0872204,0.0708617,0.0640378,0.0381339,0.0117009,0.0288008
1,0.362848,0.198601,0.0475404,0.10417,0.0764453,0.0624929,0.0473565,0.00640347,0.0216196
1,0.396434,0.204019,0.062117,0.105633,0.0698537,0.0561792,0.0389303,0.0155259,0.0165828
1,0.406105,0.203214,0.0741319,0.107141,0.0694707,0.0519922,0.0369499,0.0172113,0.0163372
1,0.383647,0.202681,0.0493375,0.0996289,0.0712991,0.0601892,0.0448281,0.0114288,0.0182835
1,0.33322,0.194926,0.0422626,0.10639,0.0651335,0.0626337,0.0576999,0.0145341,0.0194226
